qid
Q130927
Q130946
Q131402
Q133626
Q133796
Q133955
Q137695
Q138896
Q139875
Q139921
Q139983
Q141677
Q143224
Q144278
Q151121
Q151846
Q153191
Q153592
Q155359
Q156971
Q157741
Q158211
Q158732
Q160094
Q160556
Q161348
Q162139
Q165146
Q166276
Q166512
Q170169
Q170343
Q172864
Q174140
Q174194
Q174233
Q174764
Q175028
Q175194
Q175897
Q176146
Q176187
Q176576
Q176634
Q177216
Q177397
Q177473
Q177689
Q177844
Q178021
Q178162
Q180129
Q180464
Q181479
Q181637
Q181661
Q182029
Q182132
Q182259
Q182348
Q182789
Q183494
Q186457
Q186614
Q192733
Q193408
Q193439
Q193682
Q194316
Q196087
Q197898
Q197915
Q197933
Q198036
Q201374
Q201626
Q201785
Q203395
Q204853
Q206277
Q206349
Q206640
Q207529
Q210559
Q211734
Q213717
Q214861
Q215327
Q217226
Q217563
Q218738
Q219287
Q221279
Q221351
Q223416
Q223499
Q224558
Q224652
Q226715
Q235852
Q240119
Q240694
Q240706
Q241370
Q242066
Q247165
Q250026
Q250359
Q251538
Q251707
Q252768
Q253786
Q254039
Q255039
Q255228
Q255345
Q255637
Q256013
Q256534
Q257433
Q257631
Q257776
Q257903
Q259867
Q263652
Q264643
Q265017
Q265994
Q266448
Q267645
Q268457
Q269194
Q269294
Q269588
Q269633
Q273462
Q277141
Q278010
Q278449
Q278667
Q278725
Q279167
Q281305
Q282238
Q282867
Q282909
Q283970
Q284107
Q284240
Q284434
Q284997
Q285198
Q286872
Q287077
Q287371
Q288128
Q288537
Q289972
Q290527
Q290929
Q291289
Q301121
Q301648
Q304438
Q304719
Q305185
Q313587
Q315060
Q316344
Q317619
Q319654
Q320196
Q320257
Q320266
Q321162
Q321224
Q321656
Q321727
Q321876
Q322119
Q322130
Q323384
Q323983
Q325692
Q326268
Q326468
Q327621
Q327626
Q327689
Q328183
Q329095
Q330015
Q332302
Q338911
Q349673
Q350195
Q369185
Q370274
Q370924
Q371471
Q371500
Q371691
Q371955
Q372239
Q372280
Q372317
Q372615
Q372622
Q373577
Q374558
Q377566
Q381428
Q381639
Q381643
Q381653
Q381668
Q381677
Q381688
Q381808
Q382546
Q383124
Q384788
Q385191
Q385356
Q385406
Q386864
Q387048
Q387108
Q387560
Q387593
Q387628
Q387704
Q388394
Q388535
Q388563
Q389079
Q389241
Q389327
Q389802
Q390522
Q392728
Q392784
Q392790
Q401700
Q403671
Q420847
Q421811
Q425631
Q426795
Q427003
Q427206
Q428081
Q428292
Q428353
Q429304
Q429446
Q430333
Q430485
Q430490
Q430611
Q431551
Q432286
Q432334
Q432474
Q432481
Q441476
Q443758
Q443763
Q445642
Q452290
Q459096
Q459156
Q461492
Q461793
Q465071
Q465260
Q466786
Q466835
Q466997
Q472049
Q472125
Q472400
Q473055
Q473067
Q473702
Q474632
Q474682
Q476480
Q477555
Q477677
Q478595
Q478620
Q482315
Q482493
Q482497
Q483223
Q483254
Q483469
Q483675
Q483831
Q484060
Q484630
Q484718
Q484722
Q484730
Q485662
Q485688
Q488355
Q488368
Q489736
Q490189
Q491213
Q491220
Q491258
Q491372
Q491767
Q492694
Q492965
Q492992
Q492994
Q493039
Q493759
Q498954
Q500253
Q500945
Q501083
Q502670
Q503364
Q504355
Q504368
Q504382
Q505421
Q505572
Q507683
Q507771
Q510715
Q511349
Q512128
Q513344
Q513474
Q513609
Q513684
Q513689
Q515522
Q515748
Q517037
Q517600
Q517873
Q518910
Q520142
Q521292
Q522432
Q522496
Q522898
Q525030
Q525377
Q525486
Q525609
Q526459
Q526488
Q527031
Q527157
Q528184
Q528578
Q529143
Q530071
Q530773
Q531178
Q531481
Q531596
Q531664
Q531800
Q532778
Q533562
Q534251
Q535161
Q536585
Q537632
Q537950
Q538027
Q538648
Q539298
Q540273
Q540512
Q542097
Q542588
Q542734
Q543189
Q543335
Q545641
Q546587
Q547124
Q547627
Q548523
Q550335
Q550989
Q551868
Q554451
Q555406
Q555412
Q555419
Q555431
Q555437
Q555444
Q555454
Q555489
Q555858
Q555863
Q555940
Q555944
Q555952
Q556056
Q556065
Q556109
Q558204
Q559107
Q559454
Q564109
Q564876
Q565394
Q566504
Q566536
Q567426
Q569168
Q570873
Q571356
Q571434
Q571536
Q571612
Q572010
Q572387
Q573379
Q573524
Q573547
Q575865
Q576468
Q576617
Q576956
Q577067
Q577790
Q577946
Q578040
Q580409
Q580554
Q581004
Q581545
Q581683
Q581901
Q582306
Q582746
Q583424
Q583453
Q583587
Q583916
Q584102
Q584491
Q585059
Q585403
Q586065
Q586862
Q587399
Q587560
Q587675
Q587801
Q588038
Q589550
Q589706
Q590005
Q590092
Q591028
Q591971
Q591998
Q592172
Q592206
Q592770
Q593237
Q593862
Q594223
Q597000
Q597021
Q597081
Q597139
Q597308
Q597321
Q597331
Q597366
Q597390
Q597396
Q597419
Q597460
Q597483
Q597484
Q597487
Q597496
Q597508
Q597543
Q597588
Q597590
Q597631
Q597647
Q597649
Q597664
Q597669
Q597677
Q597755
Q597770
Q597793
Q597798
Q597811
Q597815
Q597826
Q597828
Q597840
Q597854
Q597859
Q597869
Q597873
Q597891
Q597902
Q597926
Q597949
Q597986
Q598002
Q598011
Q598024
Q598033
Q598121
Q598164
Q598197
Q598215
Q598231
Q598233
Q598252
Q598259
Q598269
Q598282
Q598296
Q598324
Q598489
Q598537
Q598547
Q598556
Q598578
Q598602
Q598617
Q598627
Q598637
Q598642
Q598652
Q598661
Q598699
Q598724
Q598738
Q598749
Q598785
Q598817
Q598831
Q598850
Q598859
Q601091
Q601389
Q602178
Q603430
Q604275
Q604547
Q604872
Q605579
Q605739
Q606067
Q607086
Q607211
Q607230
Q607789
Q608289
Q608306
Q608992
Q609603
Q611949
Q611983
Q612731
Q613569
Q613657
Q614687
Q615458
Q615917
Q616453
Q616894
Q617351
Q619376
Q619533
Q619572
Q619575
Q619579
Q619602
Q619607
Q619642
Q619644
Q619651
Q619654
Q619659
Q619664
Q619666
Q619672
Q619674
Q619702
Q619716
Q619720
Q619817
Q619822
Q619825
Q619835
Q619837
Q619845
Q619873
Q619876
Q619881
Q619915
Q619933
Q619935
Q619944
Q619959
Q619976
Q619977
Q619980
Q619993
Q619997
Q620005
Q620026
Q620028
Q620032
Q620037
Q620043
Q620047
Q620049
Q620051
Q620053
Q620063
Q620068
Q620071
Q620078
Q620082
Q620090
Q620095
Q620101
Q620446
Q620706
Q622296
Q623400
Q623452
Q625782
Q625830
Q626914
Q626985
Q628429
Q630524
Q630645
Q630703
Q631156
Q631235
Q631430
Q632277
Q632410
Q632829
Q633016
Q634688
Q635361
Q635826
Q636824
Q637028
Q637639
Q637948
Q639161
Q640410
Q641967
Q642313
Q643113
Q643562
Q643783
Q644133
Q644371
Q644963
Q644978
Q645100
Q645151
Q645232
Q645462
Q645492
Q645760
Q646013
Q647253
Q648423
Q649119
Q649166
Q649195
Q649207
Q649213
Q649221
Q649243
Q649376
Q649404
Q649760
Q649779
Q649802
Q649818
Q649827
Q649841
Q649866
Q649881
Q649905
Q649929
Q649942
Q649964
Q650056
Q650060
Q650069
Q650075
Q650081
Q650085
Q650099
Q650108
Q650116
Q650124
Q650155
Q650205
Q650215
Q650218
Q650231
Q650245
Q650285
Q650315
Q650346
Q650361
Q650373
Q650388
Q650454
Q650456
Q650457
Q650497
Q650535
Q650767
Q651156
Q651167
Q651188
Q651190
Q651210
Q651237
Q651281
Q651288
Q651297
Q651307
Q651316
Q651325
Q651330
Q651339
Q651346
Q651354
Q651365
Q651372
Q651392
Q651419
Q651441
Q651471
Q651482
Q651495
Q651511
Q651520
Q651525
Q651544
Q651557
Q651562
Q651576
Q651585
Q651595
Q651607
Q651629
Q651666
Q651687
Q651696
Q651720
Q651734
Q651735
Q651770
Q651887
Q651920
Q651939
Q651940
Q651986
Q652030
Q652039
Q652044
Q652061
Q652085
Q652109
Q652112
Q652124
Q652135
Q652148
Q652179
Q652193
Q652201
Q652208
Q652222
Q652236
Q652265
Q652272
Q652283
Q652293
Q652306
Q652315
Q652325
Q652331
Q652383
Q652394
Q652405
Q652415
Q652429
Q652443
Q652459
Q652482
Q652505
Q652545
Q652572
Q652578
Q652588
Q652649
Q652678
Q652699
Q652704
Q652716
Q652738
Q652764
Q652794
Q652825
Q652840
Q652872
Q652936
Q652950
Q652960
Q652974
Q653299
Q653452
Q654636
Q654922
Q655320
Q655892
Q656500
Q656592
Q656777
Q656807
Q656854
Q656939
Q656993
Q657005
Q657271
Q657369
Q658000
Q658326
Q658537
Q659349
Q660972
Q661389
Q661852
Q662434
Q662619
Q662933
Q662935
Q663819
Q664757
Q664946
Q665365
Q665948
Q666704
Q667001
Q667181
Q667207
Q667216
Q667326
Q667965
Q667980
Q668329
Q668382
Q669060
Q669261
Q670038
Q670072
Q670292
Q671003
Q671475
Q671801
Q672289
Q673202
Q673433
Q673760
Q674514
Q674812
Q676516
Q676576
Q676718
Q677360
Q679227
Q679345
Q681134
Q681505
Q681570
Q681940
Q682232
Q684964
Q685497
Q685536
Q686526
Q686923
Q687300
Q687341
Q687392
Q687436
Q687463
Q687493
Q689079
Q689419
Q689836
Q690122
Q690636
Q690894
Q690905
Q691574
Q692279
Q694363
Q694404
Q694434
Q694628
Q695127
Q695135
Q695570
Q695659
Q697101
Q698063
Q700846
Q700852
Q701217
Q701561
Q702019
Q702035
Q702844
Q703013
Q703794
Q703921
Q704675
Q704823
Q705963
Q706450
Q707457
Q707731
Q707931
Q708244
Q708281
Q708494
Q708499
Q708517
Q708555
Q708576
Q709169
Q710284
Q712367
Q713881
Q716323
Q717673
Q717689
Q717708
Q717735
Q717740
Q721258
Q721494
Q721497
Q721618
Q721780
Q722416
Q723248
Q723325
Q723474
Q723622
Q729530
Q729886
Q730187
Q730221
Q730550
Q732214
Q732278
Q733326
Q733738
Q733998
Q734482
Q734729
Q734993
Q734998
Q735558
Q735756
Q735912
Q736627
Q737856
Q738719
Q738866
Q739238
Q739260
Q740392
Q741262
Q741372
Q744748
Q744802
Q745654
Q747620
Q748515
Q748848
Q749497
Q751889
Q751894
Q752537
Q752694
Q753531
Q755023
Q760897
Q761001
Q762039
Q762179
Q762986
Q763480
Q764032
Q764518
Q764554
Q764655
Q764703
Q765414
Q765608
Q765650
Q766117
Q766356
Q766619
Q766860
Q767135
Q767660
Q767753
Q767789
Q768542
Q768676
Q769099
Q770306
Q770594
Q770734
Q771340
Q772162
Q772823
Q772859
Q772864
Q773330
Q773547
Q774216
Q774234
Q774669
Q777774
Q777855
Q777977
Q778213
Q778990
Q779571
Q779805
Q779984
Q780114
Q780450
Q781630
Q781851
Q782821
Q784017
Q786209
Q787097
Q787782
Q788417
Q788810
Q790043
Q790794
Q794540
Q794542
Q794549
Q794552
Q794560
Q795096
Q795368
Q797442
Q797684
Q800126
Q808307
Q808778
Q810875
Q811239
Q811581
Q812921
Q816717
Q816737
Q819200
Q820223
Q820540
Q821000
Q821267
Q821275
Q821557
Q821750
Q821984
Q827480
Q828379
Q828386
Q829643
Q830263
Q830551
Q830601
Q830708
Q830945
Q832701
Q833555
Q833642
Q834001
Q834045
Q834404
Q835129
Q835715
Q835719
Q836666
Q837270
Q837745
Q837800
Q838219
Q838717
Q839584
Q841748
Q841771
Q842297
Q843204
Q843229
Q844084
Q844098
Q844281
Q844825
Q844951
Q846321
Q847412
Q847695
Q847711
Q847772
Q847779
Q847788
Q848921
Q849314
Q849347
Q849366
Q849383
Q849715
Q850269
Q850744
Q851170
Q851334
Q851725
Q851733
Q853886
Q853923
Q854127
Q854130
Q855170
Q856152
Q856297
Q856939
Q858844
Q859876
Q860035
Q860300
Q860559
Q860952
Q862401
Q865475
Q865724
Q866831
Q867656
Q868994
Q870382
Q872084
Q872186
Q874383
Q875372
Q875379
Q875749
Q879258
Q880675
Q889070
Q889090
Q889350
Q889486
Q889889
Q890293
Q890555
Q891079
Q891455
Q892248
Q892425
Q892783
Q893154
Q895664
Q898922
Q898928
Q900492
Q902486
Q903138
Q903231
Q903521
Q904677
Q905906
Q905933
Q908071
Q908296
Q908580
Q908622
Q909488
Q911155
Q911519
Q912583
Q912916
Q915348
Q915657
Q917528
Q919059
Q919691
Q919899
Q919952
Q922675
Q922797
Q922954
Q923310
Q924102
Q924498
Q924954
Q925212
Q926029
Q926638
Q929859
Q930606
Q930733
Q930897
Q932025
Q932514
Q934242
Q934833
Q936871
Q937065
Q937462
Q937590
Q938041
Q938047
Q938233
Q938394
Q938474
Q939039
Q939516
Q939543
Q939904
Q940169
Q940576
Q941042
Q942017
Q942671
Q943743
Q943796
Q944839
Q944977
Q945211
Q946179
Q946418
Q946638
Q946763
Q947089
Q947740
Q948224
Q948600
Q948809
Q948855
Q949049
Q949527
Q949783
Q949831
Q950834
Q951163
Q952609
Q953831
Q953843
Q953851
Q954097
Q954472
Q954725
Q955079
Q955268
Q955433
Q955757
Q955792
Q955974
Q956022
Q956152
Q957105
Q959295
Q959449
Q960480
Q960708
Q961475
Q961973
Q963169
Q963568
Q964336
Q964835
Q965083
Q966235
Q967360
Q967711
Q968488
Q969087
Q969543
Q969597
Q969671
Q969846
Q970339
Q970413
Q972271
Q973091
Q973283
Q973830
Q974172
Q974363
Q974415
Q974707
Q975507
Q975696
Q975965
Q976276
Q976725
Q976746
Q977477
Q978048
Q978073
Q978200
Q978217
Q978313
Q978595
Q978813
Q979270
Q979272
Q979632
Q980034
Q980429
Q981287
Q982089
Q985037
Q986556
Q991730
Q991839
Q994759
Q994903
Q996444
Q996497
Q998862
Q999047
Q1000018
Q1000025
Q1002604
Q1006478
Q1006900
Q1013770
Q1014250
Q1014270
Q1014276
Q1014302
Q1014907
Q1015291
Q1015314
Q1016960
Q1017617
Q1018047
Q1018053
Q1018059
Q1018757
Q1018774
Q1018789
Q1019284
Q1019286
Q1019297
Q1019300
Q1019317
Q1019333
Q1020862
Q1022397
Q1023449
Q1023455
Q1023457
Q1023536
Q1023557
Q1024665
Q1025454
Q1025567
Q1027520
Q1027555
Q1027561
Q1028335
Q1029503
Q1029543
Q1029695
Q1029739
Q1029749
Q1029760
Q1029871
Q1029924
Q1029948
Q1029984
Q1030032
Q1030285
Q1030351
Q1030389
Q1030420
Q1030428
Q1030442
Q1030533
Q1030536
Q1030546
Q1030564
Q1030569
Q1030578
Q1030646
Q1030705
Q1030716
Q1030725
Q1030738
Q1030792
Q1030802
Q1030846
Q1030854
Q1030889
Q1030902
Q1030915
Q1030919
Q1031022
Q1031046
Q1031116
Q1031183
Q1031195
Q1031208
Q1031279
Q1031385
Q1031391
Q1031400
Q1031433
Q1031434
Q1031458
Q1031474
Q1031517
Q1031540
Q1031547
Q1031590
Q1031594
Q1031812
Q1031829
Q1031865
Q1032107
Q1032108
Q1032113
Q1032124
Q1032127
Q1032133
Q1032134
Q1032227
Q1032670
Q1032934
Q1033097
Q1034428
Q1035011
Q1038664
Q1040669
Q1043277
Q1043631
Q1045919
Q1046748
Q1046755
Q1048131
Q1048704
Q1049288
Q1049719
Q1049856
Q1050244
Q1050707
Q1052673
Q1053901
Q1054163
Q1054204
Q1054212
Q1054219
Q1054472
Q1054857
Q1055073
Q1055941
Q1056589
Q1057877
Q1058344
Q1060852
Q1061330
Q1061437
Q1061846
Q1062308
Q1062676
Q1063604
Q1064050
Q1065082
Q1065223
Q1067393
Q1067405
Q1068685
Q1069088
Q1069836
Q1070747
Q1071990
Q1073798
Q1077327
Q1077892
Q1082819
Q1082907
Q1083293
Q1083424
Q1085370
Q1088438
Q1094289
Q1094324
Q1095676
Q1099383
Q1100795
Q1101384
Q1103636
Q1104335
Q1105469
Q1105997
Q1107152
Q1107646
Q1108990
Q1109558
Q1111094
Q1114107
Q1114128
Q1115876
Q1119032
Q1119549
Q1121954
Q1122758
Q1122958
Q1124922
Q1125392
Q1126306
Q1130231
Q1130612
Q1131604
Q1131925
Q1132069
Q1132616
Q1133357
Q1134254
Q1134280
Q1134491
Q1134679
Q1135486
Q1136355
Q1137115
Q1137465
Q1137513
Q1137714
Q1138408
Q1138699
Q1138771
Q1139087
Q1139165
Q1139412
Q1139574
Q1139661
Q1139968
Q1140972
Q1141214
Q1141414
Q1141511
Q1141523
Q1141847
Q1141909
Q1141913
Q1142107
Q1142219
Q1142225
Q1142332
Q1142384
Q1142389
Q1142410
Q1142453
Q1143116
Q1144167
Q1144233
Q1145170
Q1146451
Q1146471
Q1147000
Q1147092
Q1147420
Q1147758
Q1148447
Q1148514
Q1148527
Q1148619
Q1150557
Q1150574
Q1150665
Q1150868
Q1151753
Q1151886
Q1151889
Q1151896
Q1151899
Q1151971
Q1151977
Q1151984
Q1152024
Q1152202
Q1152366
Q1153024
Q1153219
Q1154516
Q1155685
Q1155932
Q1155940
Q1156310
Q1156315
Q1156420
Q1156786
Q1156790
Q1156865
Q1156872
Q1156904
Q1160343
Q1161027
Q1162558
Q1163183
Q1163805
Q1163824
Q1164085
Q1164118
Q1164127
Q1164133
Q1164139
Q1164142
Q1164314
Q1164320
Q1165280
Q1165296
Q1165367
Q1165584
Q1169859
Q1170117
Q1170338
Q1175431
Q1177897
Q1184874
Q1186422
Q1187044
Q1187633
Q1187852
Q1188577
Q1188985
Q1190274
Q1190316
Q1191196
Q1191525
Q1191625
Q1192247
Q1192253
Q1192811
Q1192962
Q1193001
Q1194015
Q1196909
Q1197455
Q1197536
Q1197677
Q1197688
Q1197691
Q1198791
Q1199087
Q1199773
Q1200033
Q1200570
Q1200842
Q1204970
Q1205940
Q1209088
Q1209229
Q1209993
Q1214901
Q1225071
Q1229630
Q1230050
Q1230410
Q1231062
Q1231271
Q1232348
Q1232433
Q1236285
Q1246941
Q1247541
Q1248782
Q1248784
Q1252434
Q1253148
Q1257194
Q1257330
Q1257392
Q1257489
Q1257520
Q1257571
Q1257581
Q1257667
Q1258402
Q1262128
Q1262548
Q1262876
Q1263279
Q1264524
Q1266681
Q1266767
Q1266839
Q1267464
Q1268666
Q1270197
Q1270645
Q1271911
Q1272354
Q1276973
Q1278153
Q1279158
Q1283490
Q1284157
Q1284174
Q1285726
Q1285822
Q1286295
Q1287821
Q1288635
Q1292147
Q1294042
Q1296852
Q1297750
Q1297947
Q1298028
Q1298115
Q1298295
Q1299161
Q1299897
Q1301933
Q1303153
Q1303603
Q1305028
Q1305145
Q1307034
Q1309265
Q1310370
Q1312244
Q1313587
Q1314151
Q1315027
Q1315055
Q1316831
Q1318032
Q1319264
Q1319272
Q1319721
Q1319833
Q1319974
Q1320088
Q1320347
Q1320404
Q1320523
Q1320543
Q1320550
Q1320793
Q1320846
Q1320857
Q1320868
Q1321040
Q1321133
Q1321142
Q1321158
Q1321162
Q1321171
Q1321390
Q1321635
Q1321647
Q1321656
Q1321667
Q1321678
Q1321687
Q1321698
Q1321708
Q1321723
Q1321733
Q1321743
Q1321827
Q1322156
Q1322374
Q1322391
Q1322397
Q1322423
Q1322429
Q1322435
Q1322467
Q1322497
Q1322696
Q1322727
Q1323108
Q1323139
Q1323310
Q1323338
Q1323400
Q1323625
Q1323755
Q1324587
Q1326047
Q1327599
Q1327938
Q1327949
Q1328020
Q1328849
Q1328906
Q1329887
Q1330618
Q1330931
Q1330977
Q1330995
Q1331016
Q1331032
Q1331040
Q1331049
Q1332254
Q1332588
Q1332829
Q1332979
Q1333903
Q1333912
Q1333923
Q1333925
Q1334342
Q1334380
Q1334391
Q1334422
Q1334435
Q1334495
Q1334587
Q1334603
Q1335087
Q1335165
Q1336514
Q1337719
Q1338842
Q1338960
Q1339056
Q1339525
Q1341524
Q1341664
Q1343422
Q1343495
Q1344758
Q1345361
Q1345758
Q1345785
Q1346991
Q1347310
Q1347322
Q1347672
Q1347950
Q1348234
Q1350451
Q1350630
Q1351118
Q1352042
Q1352314
Q1355062
Q1355258
Q1355808
Q1356892
Q1357851
Q1359059
Q1360523
Q1360757
Q1361639
Q1362476
Q1364375
Q1364927
Q1365099
Q1365543
Q1366065
Q1366663
Q1367059
Q1367075
Q1368344
Q1368593
Q1368739
Q1369165
Q1369486
Q1370380
Q1370928
Q1371018
Q1371432
Q1371636
Q1372988
Q1373238
Q1373250
Q1375451
Q1376629
Q1376981
Q1378003
Q1378640
Q1378785
Q1382309
Q1388166
Q1388668
Q1390825
Q1391995
Q1392310
Q1392430
Q1392965
Q1393222
Q1393401
Q1394215
Q1395514
Q1398381
Q1398872
Q1401995
Q1403609
Q1405072
Q1405771
Q1406198
Q1406531
Q1407275
Q1407551
Q1408508
Q1409415
Q1411192
Q1411234
Q1413172
Q1413700
Q1414615
Q1414877
Q1415006
Q1415157
Q1415441
Q1416280
Q1416857
Q1416876
Q1417736
Q1418267
Q1418691
Q1418829
Q1420053
Q1420178
Q1420222
Q1420233
Q1420601
Q1421504
Q1421837
Q1422154
Q1422799
Q1422858
Q1423278
Q1423325
Q1423410
Q1424725
Q1425356
Q1425537
Q1425566
Q1425838
Q1427413
Q1427782
Q1428519
Q1428521
Q1428523
Q1428528
Q1428685
Q1430662
Q1430711
Q1430713
Q1430720
Q1430723
Q1430726
Q1430728
Q1430731
Q1430736
Q1430743
Q1430745
Q1430749
Q1430759
Q1430762
Q1430769
Q1430778
Q1430783
Q1430785
Q1430796
Q1430802
Q1430805
Q1430806
Q1430810
Q1430822
Q1430826
Q1430828
Q1430836
Q1430839
Q1430852
Q1430853
Q1430859
Q1430861
Q1430865
Q1430871
Q1430874
Q1430885
Q1430894
Q1430898
Q1430901
Q1430905
Q1430913
Q1430914
Q1430916
Q1430921
Q1430922
Q1430926
Q1430931
Q1430945
Q1430946
Q1430947
Q1430948
Q1430951
Q1430965
Q1430971
Q1430974
Q1430976
Q1430977
Q1430981
Q1430982
Q1430989
Q1431001
Q1431002
Q1431005
Q1431012
Q1431022
Q1431028
Q1431038
Q1431043
Q1431045
Q1431046
Q1431051
Q1431055
Q1431059
Q1431062
Q1431065
Q1431066
Q1431074
Q1431076
Q1431085
Q1431086
Q1431087
Q1431102
Q1431106
Q1431111
Q1431113
Q1431123
Q1431127
Q1431133
Q1431141
Q1431143
Q1431146
Q1431147
Q1431168
Q1431170
Q1431173
Q1431176
Q1431180
Q1431182
Q1431193
Q1431199
Q1431200
Q1431204
Q1431207
Q1431211
Q1431218
Q1431220
Q1431221
Q1431225
Q1431229
Q1431231
Q1431233
Q1431242
Q1431244
Q1431249
Q1431257
Q1431260
Q1431262
Q1431265
Q1431269
Q1431291
Q1431293
Q1431295
Q1431300
Q1431302
Q1431308
Q1431316
Q1431319
Q1431320
Q1431328
Q1431344
Q1431348
Q1431349
Q1431350
Q1431353
Q1431354
Q1431357
Q1431367
Q1431377
Q1431383
Q1431393
Q1431399
Q1431400
Q1431403
Q1431411
Q1431412
Q1431419
Q1431422
Q1431430
Q1431432
Q1431440
Q1431444
Q1431445
Q1431455
Q1431464
Q1431468
Q1431475
Q1431477
Q1431482
Q1431490
Q1431498
Q1431508
Q1431510
Q1431513
Q1431519
Q1431529
Q1431540
Q1431549
Q1431553
Q1431559
Q1431564
Q1431569
Q1431579
Q1431582
Q1431588
Q1431601
Q1431604
Q1431605
Q1431606
Q1431619
Q1431623
Q1431631
Q1431637
Q1431641
Q1431644
Q1431650
Q1431654
Q1431667
Q1431669
Q1431674
Q1431675
Q1431679
Q1431683
Q1431698
Q1431699
Q1431704
Q1431708
Q1431712
Q1431719
Q1431732
Q1431734
Q1431737
Q1431740
Q1431744
Q1431754
Q1431767
Q1431775
Q1431784
Q1431790
Q1431795
Q1431802
Q1431804
Q1431805
Q1431807
Q1431826
Q1431834
Q1431835
Q1431840
Q1431842
Q1431852
Q1431855
Q1431860
Q1431863
Q1431870
Q1431875
Q1431877
Q1431883
Q1431886
Q1431888
Q1431890
Q1431894
Q1431897
Q1431914
Q1431925
Q1431928
Q1431935
Q1431937
Q1431943
Q1431949
Q1431952
Q1431960
Q1431966
Q1431968
Q1431971
Q1431985
Q1431989
Q1431990
Q1431997
Q1432004
Q1432006
Q1432008
Q1432011
Q1432022
Q1432029
Q1432038
Q1432040
Q1432042
Q1432050
Q1432053
Q1432054
Q1432070
Q1432089
Q1432091
Q1432093
Q1432096
Q1432098
Q1432100
Q1432103
Q1432110
Q1432118
Q1432123
Q1432126
Q1432133
Q1432134
Q1432137
Q1432144
Q1432146
Q1432149
Q1432150
Q1432151
Q1432159
Q1432167
Q1432172
Q1432178
Q1432185
Q1432192
Q1432196
Q1432199
Q1432206
Q1432212
Q1432215
Q1432218
Q1432227
Q1432234
Q1432236
Q1432242
Q1432243
Q1432245
